,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto/ Destacado,Ingresados Si/No
0,0.0,F,Ing. Industrial,,,Si,Si,Si,5,3,5,1,1,1,1,4,2,1
1,1.0,F,Ing. Industrial,6.0,9.0,Si,Si,Si,5,1,1,1,1,1,1,4,2,0
2,2.0,F,Ing. Mecatrónica/Electrónica,6.0,9.0,Si,Si,Si,5,5,1,3,5,1,1,4,2,1
3,3.0,F,Negocios Internacionales,,,Si,Si,,0,0,0,0,0,0,0,0, ,0
4,4.0,M,Ing. Química,6.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
5,5.0,F,Ing. Mecánica,9.0,10.0,Si,Si,Si,5,1,3,5,3,0,0,0, ,0
6,6.0,M,Ing. Mecánica,8.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
7,7.0,F,Ing. Industrial,6.0,9.0,Si,Si,,1,3,1,1,1,1,0,4,1,1
8,8.0,M,Ing. Materiales,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
9,9.0,F,Negocios Internacionales,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
10,10.0,F,Ing. Química,6.0,10.0,Si,Si,Si,3,3,1,5,1,1,0,4, ,1
11,11.0,F,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
12,12.0,M,Ing. Industrial,10.0,9.0,Si,Si,Si,5,5,1,1,1,0,0,0, ,0
13,13.0,M,Ing. Gestión Empresarial,8.0,9.0,Si,Si,Si,5,1,5,5,5,1,0,3,1,0
14,14.0,M,Ing. Gestión Empresarial,8.0,9.0,Si,Si,Si,3,5,1,3,5,1,1,3,2,1
15,15.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
16,16.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,Si,5,3,3,1,1,0,0,0, ,0
17,17.0,M,Ing. Tecnologías Computacionales,8.0,9.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
18,18.0,M,Ing. Mecánica,8.0,9.0,Si,Si,,3,3,1,1,5,0,0,0, ,0
19,19.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,Si,1,3,5,3,3,0,0,0, ,0
20,20.0,F,Administración,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
21,21.0,F,Ing. Industrial,10.0,10.0,Si,Si,,3,3,1,1,1,0,0,0, ,0
22,22.0,F,Administración,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
23,23.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,1,3,1,5,1,0,0,0, ,0
24,24.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,1,5,1,3,3,0,0,3, ,0
25,25.0,F,Ing. Industrial,8.0,10.0,Si,Si,Si,1,5,5,3,3,0,0,0, ,0
26,26.0,M,Ing. Industrial,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
27,27.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,5,5,1,1,5,0,0,0, ,0
28,28.0,M,Ing. Materiales,9.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
29,29.0,M,Ing. Materiales,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
30,30.0,M,Maestría en Metalurgia,5.0,10.0,Si,Si,Si,5,5,1,5,3,0,0,0, ,0
31,31.0,F,Ing. Materiales,,,Si,Si,Si,5,5,1,1,1,1,1,4,2,1
32,32.0,F,Ing. Materiales,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
33,33.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,5,5,1,1,3,0,0,0, ,0
34,34.0,F,Ing. Tecnologías Computacionales,9.0,10.0,Si,Si,Si,1,1,5,1,1,0,0,1, ,0
35,35.0,F,Ing. Industrial,8.0,10.0,Si,Si,Si,1,5,1,1,5,0,0,0, ,0
36,36.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,1,5,5,5,3,0,0,0, ,0
37,37.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
38,38.0,F,Ing. Mecánica,10.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
39,39.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,Si,1,1,5,1,5,0,0,0, ,0
40,40.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,Si,1,3,5,1,1,0,0,0, ,0
41,41.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
42,42.0,F,Ing. Materiales,9.0,10.0,Si,Si,Si,1,3,1,5,1,0,0,2, ,0
43,43.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,1,1,5,3,3,0,0,0, ,0
44,44.0,F,Recursos Humanos,6.0,9.0,Si,Si,,3,1,3,3,1,0,0,0, ,0
45,45.0,F,Administración,8.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
46,46.0,M,Ing. Tecnologías Computacionales,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
47,47.0,M,Ing. Tecnologías Computacionales,4.0,9.0,Si,Si,Si,1,5,1,1,3,0,0,0, ,0
48,48.0,M,Ing. Tecnologías Computacionales,4.0,9.0,Si,Si,,1,1,3,1,1,0,0,0, ,0
49,49.0,M,Ing. Tecnologías Computacionales,4.0,9.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
50,50.0,F,Ing. Tecnologías Computacionales,4.0,9.0,Si,Si,Si,5,5,1,1,3,0,0,6, ,0
51,51.0,M,Ing. Tecnologías Computacionales,4.0,9.0,Si,Si,Si,5,5,1,5,3,0,0,0, ,0
52,52.0,F,Ing. Industrial,8.0,9.0,Si,Si,Si,1,1,5,5,1,0,0,2, ,0
53,53.0,F,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,1,5,1,1,1,1,1,3,2,1
54,54.0,M,Ing. Mecánica,9.0,9.0,Si,Si,Si,1,1,5,5,1,0,0,0, ,0
55,55.0,F,Ing. Industrial,9.0,9.0,Si,Si,Si,1,3,5,3,5,0,0,0, ,0
56,56.0,F,Ing. Industrial,10.0,10.0,Si,Si,Si,5,1,5,3,1,0,0,3, ,0
57,57.0,M,Ing. Desarrollo Sustentable,6.0,9.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
58,58.0,M,Economía/Finanzas,7.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
59,59.0,M,Administración,9.0,9.0,Si,Si,Si,1,5,1,1,3,0,0,5, ,0
60,60.0,M,Ing. Diseño Automotriz,9.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
61,61.0,M,Ing. Química,9.0,9.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
62,62.0,F,Ing. Tecnologías Computacionales,8.0,9.0,Si,Si,Si,1,5,3,5,3,0,0,3, ,0
63,63.0,F,Ing. Mecatrónica/Electrónica,9.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
64,64.0,F,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,,1,1,1,3,5,0,0,0, ,0
65,65.0,M,Ing. Diseño Automotriz,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
66,66.0,F,Ing. Tecnologías Computacionales,8.0,9.0,Si,Si,Si,1,5,1,1,3,0,0,5, ,0
67,67.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,Si,5,5,5,5,1,1,1,5,2,1
68,68.0,M,Ing. Mecatrónica/Electrónica,7.0,9.0,Si,Si,Si,1,1,1,5,1,0,0,0, ,0
69,69.0,M,Ing. Química,9.0,9.0,Si,Si,Si,1,5,1,1,1,0,0,4, ,0
70,70.0,M,Ing. Industrial,10.0,9.0,Si,Si,Si,1,5,1,1,3,0,0,0, ,0
71,71.0,F,Ing. Industrial,10.0,9.0,Si,Si,,1,1,1,1,5,0,0,0, ,0
72,72.0,F,Ing. Industrial,8.0,9.0,Si,Si,Si,1,5,1,1,5,1,1,5,2,1
73,73.0,F,Ing. Industrial,10.0,9.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
74,74.0,M,Ing. Industrial,7.0,9.0,Si,Si,Si,1,1,5,1,5,0,0,0, ,0
75,75.0,M,Ing. Industrial,9.0,9.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
76,76.0,F,Ing. Nanotecnología,8.0,9.0,Si,Si,Si,3,5,5,5,5,1,0,4, ,1
77,77.0,M,Ing. Mecánica,6.0,9.0,Si,Si,Si,5,3,5,5,5,0,0,0, ,0
78,78.0,F,Mercadotecnia,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
79,79.0,F,Ing. Química,9.0,9.0,Si,Si,,3,1,1,1,3,0,0,0, ,0
80,80.0,F,Ing. Mecatrónica/Electrónica,10.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
81,81.0,M,Ing. Mecánica,6.0,9.0,Si,Si,,3,1,3,3,1,0,0,0, ,0
82,82.0,F,Ing. Química,6.0,9.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
83,83.0,F,Ing. Química,10.0,9.0,Si,Si,Si,3,1,5,1,1,0,0,6, ,0
84,84.0,F,Ing. Mecatrónica/Electrónica,10.0,9.0,Si,Si,Si,1,3,5,1,1,0,0,5, ,0
85,85.0,M,Ing. Nanotecnología,10.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
86,86.0,F,Ing. Química,10.0,9.0,Si,Si,Si,5,5,3,1,1,1,0,6,1,0
87,87.0,M,Ing. Innovación y Desarrollo ,10.0,9.0,Si,Si,,1,1,3,1,3,0,0,0, ,0
88,88.0,M,Ing. Mecánica,9.0,9.0,Si,Si,Si,1,1,1,5,1,0,0,0, ,0
89,89.0,M,Economía/Finanzas,6.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
90,90.0,M,Ing. Industrial,8.0,9.0,Si,Si,,1,3,3,1,5,0,0,0, ,0
91,91.0,M,Negocios Internacionales,8.0,9.0,Si,Si,Si,3,1,1,5,1,1,0,5,1,0
92,92.0,M,Economía/Finanzas,5.0,9.0,Si,Si,Si,1,5,1,3,1,0,0,0, ,0
93,93.0,M,Ing. Mecatrónica/Electrónica,10.0,9.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
94,94.0,M,Ing. Nanotecnología,8.0,9.0,Si,Si,Si,1,5,1,3,1,1,0,3,1,0
95,95.0,M,Negocios Internacionales,7.0,9.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
96,96.0,M,Ing. Industrial,10.0,9.0,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
97,97.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,Si,3,5,1,5,1,0,0,0, ,0
98,98.0,M,Ing. Mecatrónica/Electrónica,10.0,9.0,Si,Si,Si,3,5,5,3,3,0,0,3, ,0
99,99.0,M,Ing. Industrial,10.0,9.0,Si,Si,Si,5,1,1,3,1,0,0,0, ,0
100,100.0,M,Ing. Industrial,6.0,9.0,Si,Si,Si,5,1,1,1,1,0,0,0, ,0
101,101.0,F,Administración,6.0,9.0,Si,Si,Si,5,3,1,5,5,0,0,0, ,0
102,102.0,F,Ing. Nanotecnología,8.0,9.0,Si,Si,,1,3,1,3,1,0,0,0, ,0
103,103.0,M,Ing. Mecatrónica/Electrónica,7.0,9.0,Si,Si,Si,5,3,5,3,5,1,1,4,2,1
104,104.0,M,Negocios Internacionales,8.0,9.0,Si,Si,Si,3,5,1,1,3,0,0,0, ,0
105,105.0,M,Ing. Desarrollo Sustentable,9.0,9.0,Si,Si,Si,1,5,3,1,5,0,0,0, ,0
106,106.0,F,Ing. Industrial,6.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
107,107.0,M,Ing. Industrial,6.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
108,108.0,F,Ing. Industrial,8.0,9.0,Si,Si,Si,1,5,1,1,5,0,0,2, ,0
109,109.0,M,Ing. Mecatrónica/Electrónica,6.0,9.0,Si,Si,Si,3,5,1,1,1,1,1,4,2,1
110,110.0,M,Ing. Innovación y Desarrollo,8.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
111,111.0,M,Ing. Física,10.0,9.0,Si,Si,Si,5,1,1,1,1,0,0,0, ,0
112,112.0,M,Ing. Química,9.0,9.0,Si,Si,Si,5,5,1,3,1,0,0,2, ,0
113,113.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,,1,1,3,3,1,0,0,0, ,0
114,114.0,M,Ing. Química,10.0,9.0,Si,Si,Si,1,1,5,3,3,0,0,0, ,0
115,115.0,M,Ing. Biotecnología,6.0,9.0,Si,Si,,1,1,3,1,1,0,0,0, ,0
116,116.0,F,Ing. Desarrollo Sustentable,6.0,9.0,Si,Si,Si,5,1,1,1,5,0,0,4, ,0
117,117.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
118,118.0,F,Administración,8.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
119,119.0,F,Ing. Química,8.0,9.0,Si,Si,Si,5,5,1,5,5,0,0,4, ,0
120,120.0,F,Ing. Química,10.0,9.0,Si,Si,Si,1,1,1,5,3,0,0,5, ,0
121,121.0,F,Ing. Química,10.0,9.0,Si,Si,,1,1,3,1,5,0,0,0, ,0
122,122.0,F,Ing. Física,8.0,9.0,Si,Si,Si,5,5,5,3,1,1,0,4,1,0
123,123.0,M,Ing. Química,10.0,9.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
124,124.0,M,Ing. Industrial,9.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
125,125.0,M,Ing. Industrial,8.0,9.0,Si,Si,Si,1,5,1,5,5,0,0,0, ,0
126,126.0,M,Ing. Mecánica,5.0,9.0,Si,Si,Si,1,5,5,1,5,0,0,0, ,0
127,127.0,F,Ing. Industrial,10.0,9.0,Si,Si,Si,1,3,5,1,5,0,0,5, ,0
128,128.0,F,Negocios Internacionales,8.0,9.0,Si,Si,Si,3,1,1,5,1,0,0,0, ,0
129,129.0,F,Ing. Química,6.0,9.0,Si,Si,Si,5,1,1,1,5,0,0,0, ,0
130,130.0,F,Ing. Química,8.0,9.0,Si,Si,,3,1,3,1,5,0,0,0, ,0
131,131.0,F,Mercadotecnia,10.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
132,132.0,F,Ing. Química,8.0,9.0,Si,Si,Si,5,1,5,1,1,0,0,5, ,0
133,133.0,F,Ing. Química,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
134,134.0,F,Ing. Industrial,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
135,135.0,M,Ing. Nanotecnología,8.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
136,136.0,M,Ing. Industrial,6.0,9.0,Si,Si,Si,5,1,3,3,5,0,0,3, ,0
137,137.0,F,Ing. Nanotecnología,7.0,9.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
138,138.0,M,Ing. Física,10.0,9.0,Si,Si,Si,5,5,1,1,3,0,0,4, ,0
139,139.0,M,Ing. Industrial,10.0,9.0,Si,Si,Si,5,3,1,3,1,0,0,0, ,0
140,140.0,M,Ing. Mecánica,8.0,9.0,Si,Si,Si,3,1,1,5,1,0,0,0, ,0
141,141.0,M,Ing. Química,8.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
142,142.0,M,Ing. Química,8.0,9.0,Si,Si,Si,5,3,5,3,5,0,0,5, ,0
143,143.0,F,Economía/Finanzas,6.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
144,144.0,M,Ing. Industrial,6.0,9.0,Si,Si,Si,3,5,1,1,1,0,0,0, ,0
145,145.0,M,Ing. Industrial,6.0,9.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
146,146.0,M,Ing. Química,6.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
147,147.0,M,Economía/Finanzas,9.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
148,148.0,M,Ing. Mecánica,7.0,9.0,Si,Si,Si,3,5,1,3,3,0,0,6, ,0
149,149.0,M,Comunicación,7.0,9.0,Si,Si,,1,1,1,1,3,1,0,4, ,1
150,150.0,M,Ing. Industrial,10.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
151,151.0,M,Ing. Industrial,6.0,9.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
152,152.0,F,Ing. Química,10.0,9.0,Si,Si,Si,1,1,1,5,3,0,0,4, ,0
153,153.0,F,Ing. Mecatrónica/Electrónica,9.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
154,154.0,M,Ing. Química,,,Si,Si,Si,5,5,1,5,1,1,0,5,1,0
155,155.0,F,Ing. Química,,,Si,Si,Si,1,5,1,5,1,1,1,4,2,1
156,156.0,M,Ing. Química,,,Si,Si,Si,5,5,5,3,1,0,0,5, ,0
157,157.0,M,Ing. Robótica y Sistemas Digitales,5.0,9.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
158,158.0,M,Economía/Finanzas,6.0,9.0,Si,Si,Si,3,5,1,1,1,0,0,0, ,0
159,159.0,M,Ing. Industrial,6.0,10.0,Si,Si,,1,1,1,3,1,0,0,0, ,0
160,160.0,F,Ing. Industrial,6.0,10.0,Si,Si,,1,1,1,1,5,0,0,0, ,0
161,161.0,F,Ing. Química,6.0,10.0,Si,Si,Si,5,5,1,1,1,1,1,4,2,1
162,162.0,F,Ing. Química,8.0,10.0,Si,Si,Si,5,3,1,1,3,1,1,5,2,1
163,163.0,M,Ing. Industrial,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
164,164.0,F,Ing. Química,8.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
165,165.0,M,Ing. Industrial,8.0,10.0,Si,Si,,1,1,1,1,5,0,0,0, ,0
166,166.0,M,Ing. Química,5.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
167,167.0,M,Ing. Química,5.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
168,168.0,M,Ing. Química,8.0,10.0,Si,Si,,1,3,1,3,5,0,0,0, ,0
169,169.0,F,Ing. Industrial,6.0,10.0,Si,Si,Si,1,1,5,1,1,1,0,3,1,0
170,170.0,F,Ing. Industrial,10.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
171,171.0,M,Ing. Industrial,7.0,10.0,Si,Si,,1,3,1,1,5,1,0,2,1,0
172,172.0,F,Ing. Química,6.0,10.0,Si,Si,,1,1,1,1,5,0,0,0, ,0
173,173.0,F,Ing. Industrial,8.0,10.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
174,174.0,M,Ing. Química,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
175,175.0,M,Ing. Química,9.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,2, ,0
176,176.0,F,Ing. Industrial,8.0,10.0,Si,Si,Si,1,5,1,1,3,0,0,5, ,0
177,177.0,F,Ing. Industrial,6.0,10.0,Si,Si,Si,3,5,5,1,5,1,1,5,2,1
178,178.0,M,Ing. Química,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
179,179.0,M,Ing. Industrial,6.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
180,180.0,M,Ing. Química,6.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
181,181.0,M,Ing. Industrial,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
182,182.0,M,Ing. Química,7.0,10.0,Si,Si,Si,1,5,1,3,5,0,0,0, ,0
183,183.0,M,Ing. Industrial,4.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
184,184.0,M,Ing. Química,5.0,10.0,Si,Si,,1,3,1,3,5,0,0,0, ,0
185,185.0,F,Ing. Química,5.0,10.0,Si,Si,Si,5,5,1,1,1,0,0,1, ,0
186,186.0,F,Ing. Química,8.0,10.0,Si,Si,Si,1,1,5,3,5,1,1,5,2,1
187,187.0,F,Ing. Química,6.0,10.0,Si,Si,,1,3,1,3,1,0,0,0, ,0
188,188.0,F,Ing. Industrial,6.0,10.0,Si,Si,Si,3,5,1,1,1,0,0,6, ,0
189,189.0,F,Ing. Industrial,5.0,10.0,Si,Si,Si,1,5,1,3,3,0,0,0, ,0
190,190.0,F,Ing. Química,6.0,10.0,Si,Si,Si,3,5,1,3,1,1,1,3,2,1
191,191.0,F,Ing. Industrial,7.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
192,192.0,M,Ing. Química,8.0,10.0,Si,Si,,1,1,1,3,3,0,0,0, ,0
193,193.0,F,Ing. Ambiental,6.0,10.0,Si,Si,Si,1,1,5,1,1,0,0,2, ,0
194,194.0,F,Ing. Química,6.0,10.0,Si,Si,Si,1,5,1,5,1,0,0,0, ,0
195,195.0,M,Ing. Química,8.0,10.0,Si,Si,,1,1,1,3,3,0,0,0, ,0
196,196.0,M,Ing. Industrial,5.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
197,197.0,M,Ing. Química,8.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
198,198.0,F,Ing. Industrial,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
199,199.0,F,Ing. Química,7.0,10.0,Si,Si,Si,1,5,1,1,3,1,0,4,1,0
200,200.0,F,Ing. Industrial,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
201,201.0,M,Ing. Industrial,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
202,202.0,M,Ing. Industrial,7.0,10.0,Si,Si,Si,1,5,1,1,5,0,0,2, ,0
203,203.0,M,Negocios Internacionales,8.0,,Si,Si,Si,1,5,3,1,3,0,0,0, ,0
204,204.0,F,Economía/Finanzas,8.0,9.0,Si,Si,Si,1,5,1,1,5,1,1,5,2,1
205,205.0,F,Ing. Química,8.0,9.0,Si,Si,Si,1,5,1,1,3,0,0,0, ,0
206,206.0,M,Ing. Química,8.0,9.0,Si,Si,,1,1,1,1,5,0,0,0, ,0
207,207.0,M,Negocios Internacionales,5.0,9.0,Si,Si,,1,1,1,1,5,0,0,0, ,0
208,208.0,M,Ing. Desarrollo Sustentable,9.0,9.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
209,209.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
210,210.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,3,1,3,1,0,0,0, ,0
211,211.0,M,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
212,212.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,3,5,1,1,1,0,0,0, ,0
213,213.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,1,5,1,3,1,0,0,3, ,0
214,214.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,5,5,1,3,1,0,0,0, ,0
215,215.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,3,1,3,1,0,0,0, ,0
216,216.0,F,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,5,5,1,1,3,0,0,4, ,0
217,217.0,M,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
218,218.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
219,219.0,M,Ing. Mecánica,9.0,10.0,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
220,220.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,5,3,5,3,1,0,0,1, ,0
221,221.0,F,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,Si,3,5,3,3,5,0,0,1, ,0
222,222.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
223,223.0,M,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
224,224.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,1,5,5,5,3,0,0,0, ,0
225,225.0,F,Ing. Tecnologías Computacionales,7.0,10.0,Si,Si,Si,1,5,1,3,1,1,1,4,2,1
226,226.0,F,Ing. Mecánica,9.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
227,227.0,F,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
228,228.0,F,Ing. Materiales,6.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
229,229.0,M,Ing. Mecánica,5.0,10.0,Si,Si,Si,1,5,1,5,1,0,0,2, ,0
230,230.0,M,Ing. Tecnologías Computacionales,9.0,10.0,Si,Si,Si,1,5,1,1,5,0,0,0, ,0
231,231.0,M,Ing. Física,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
232,232.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
233,233.0,M,Ing. Materiales,10.0,10.0,Si,Si,Si,5,1,1,1,1,0,0,0, ,0
234,234.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,1,5,3,1,1,0,0,0, ,0
235,235.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,1,3,5,5,1,0,0,0, ,0
236,236.0,M,Ing. Mecánica,8.0,10.0,Si,Si,Si,5,3,1,3,5,0,0,0, ,0
237,237.0,F,Ing. Mecánica,6.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
238,238.0,M,Ing. Mecánica,5.0,10.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
239,239.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,1,5,1,1,3,0,0,0, ,0
240,240.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,3,5,1,5,1,0,0,2, ,0
241,241.0,M,Ing. Mecánica,8.0,10.0,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
242,242.0,M,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
243,243.0,F,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,Si,5,5,1,5,5,0,0,2, ,0
244,244.0,F,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
245,245.0,M,Ing. Mecatrónica/Electrónica,4.0,10.0,Si,Si,Si,1,1,3,5,3,0,0,0, ,0
246,246.0,F,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,Si,1,5,3,3,1,0,0,0, ,0
247,247.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,5,5,1,1,1,0,0,0, ,0
248,248.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
249,249.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
250,250.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
251,251.0,F,Ing. Mecánica,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
