,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto/ Destacado,Ingresados Si/No
1016,1016.0,M,Ing. Industrial,7.0,10.0,Si,Si,,1,3,1,1,5,1,0,0, ,0
1017,1017.0,M,Ing. Química,7.0,10.0,Si,Si,,1,1,1,5,5,1,1,0, ,0
1018,1018.0,F,Ing. Química,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
1019,1019.0,M,Ing. Química,9.0,11.0,Si,Si,,1,3,1,1,5,1,0,0, ,0
1020,1020.0,M,Ing. Mecatrónica/Electrónica,7.0,9.0,Si,Si,,3,1,1,5,1,1,1,0,1,0
1021,1021.0,M,Ing. Mecatrónica/Electrónica,7.0,9.0,Si,Si,,3,1,1,1,1,1,0,0, ,0
1022,1022.0,F,Ing. Química,6.0,9.0,Si,Si,,1,3,3,5,5,1,1,0,1,0
1023,1023.0,M,Ing. Química,9.0,9.0,Si,Si,,1,3,5,3,1,1,1,0,1,0
1024,1024.0,M,Ing. Mecatrónica/Electrónica,6.0,9.0,Si,Si,,5,5,1,1,1,1,1,0,2,1
1025,1025.0,M,Contabilidad,,,Si,Si,,0,0,0,0,0,0,0,0, ,0
1026,1026.0,M,Contabilidad,,,Si,Si,,1,1,1,1,3,1,0,0, ,0
1027,1027.0,M,Contabilidad,,,Si,Si,,5,1,1,1,1,1,1,0, ,0
1028,1028.0,F,Ing. Gestión Empresarial ,8.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
1029,1029.0,F,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,3,3,1,0,0, ,0
1030,1030.0,M,Ing. Materiales,10.0,10.0,Si,Si,,3,1,1,5,1,1,1,0, ,0
1031,1031.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,5,1,1,3,1,1,1,0, ,0
1032,1032.0,M,Ing. Mecánica Administrador/Eléctrica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
1033,1033.0,F,Administración,8.0,9.0,Si,Si,,1,5,1,1,1,1,1,0, ,0
1034,1034.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,3,5,1,1,1,1,0, ,0
1035,1035.0,M,Ing. Mecánica Administrador/Eléctrica,9.0,10.0,Si,Si,,5,1,1,1,1,1,1,0, ,0
1036,1036.0,M,Ing. Materiales,10.0,8.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
1037,1037.0,M,Ing. Mecánica Administrador/Eléctrica,9.0,10.0,Si,Si,,1,1,1,1,3,1,0,0, ,0
1038,1038.0,F,Ing. Eléctrica,9.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
1039,1039.0,F,Derecho/Ciencias Políticas,7.0,9.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
1040,1040.0,F,Economía/Finanzas,5.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
1041,1041.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,5,5,1,1,1,1,1,0, ,0
1042,1042.0,M,Ing. Mecánica,9.0,9.0,Si,Si,,5,3,1,3,5,1,1,0,2,1
1043,1043.0,F,Ing. Gestión Empresarial,7.0,9.0,Si,Si,,1,3,3,5,1,1,1,0,2,1
1044,1044.0,M,Ing. Industrial,7.0,10.0,Si,Si,,1,1,1,3,1,1,0,0, ,0
1045,1045.0,F,Derecho/Ciencias Políticas,5.0,9.0,Si,Si,,3,1,1,5,5,1,1,0,2,1
1046,1046.0,M,Ing. Mecatrónica/Electrónica,9.0,13.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
1047,1047.0,F,Ing. Química,7.0,10.0,Si,Si,,5,5,1,1,5,1,1,0, ,0
1048,1048.0,M,Ing. Mecatrónica/Electrónica,8.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
1049,1049.0,F,Ing. Química,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
